点まき,#,種の大きいもので間引きを行わないまき方を何と言いますか。
すじまき,#,一般的な大きさの種に適した、間引きしやすい種まきの方法を何といいますか。
ばらまき,#,レタスやベチュニアなど細かい種をまく時に適したまき方を何と言いますか。
じかまき,#,直接、畑などに種をまく方法を何と言いますか。
発芽処理,#,作物の種が生育を休止した状態を休眠と言うが、休眠状態の種を目覚めさせるための処理を何と言いますか。
酸素,#,種の発芽には、適度な温度と水以外に何が必要ですか。
間引き,#,苗が混み合っていたりする時、苗を抜いて適切な数に減らす作業を何と言いますか。
鉢上げ,#,苗をポットなどに移植することを何と言いますか。
短いもの,#,良い苗を選ぶ時、葉の間隔は短いものが良いですか、それとも、長いものが良いですか。
移植,#,苗を畑や花だんに定植する前に、１〜２回 苗床 にうつし植えることを何と言いますか。
土寄せ,#,クワなどで土を株元に寄せる作業で、風雨や水やりなどによって株元の土が少なくなり、根が露出することを防ぐことが目的の作業を何と言いますか。
定植,#,移植の後に、植える場所を変えない植付を何と言いますか。
中耕(ちゅうこう),#,栽培中にうね間や株間の土の表面を浅く耕すことで、除草、土の通気性の改善などが目的の作業を何と言いますか。
かん水,#,水をやる作業を何といいますか。
定植,#,苗を植え付ける作業を何と言いますか。
露地（ろじ）栽培,#,作物の栽培方法で、畑などの屋外で育てる栽培方法を何と言いますか。
根を傷つけないようにする,#,植付けで根について注意することは何ですか。
