情報モラル,#,情報通信ネットワークを有効に活用するためには、ひとりひとりがルールを守り、正しい行動をとることが必要です。その考え方や態度のことを何と言いますか。
プライバシー,#,電子メールやウェブページなどで発信する場合、他人の生活の秘密などを勝手に公開をすると人権や何の侵害になりますか。
信憑性（しんぴょうせい）,#,インターネット上で間違った情報を入手しないためには、情報の何を確かめる必要がありますか。
産業財産権,#,知的財産権として著作権があります。もう一つは何ですか。
知的財産権,#,小説や絵画、発明など、人間の知的な創造活動や発明から生み出された成果には、なんという権利が認められていますか。
意匠権,#,産業財産権の一つで、物品のデザインを保護する権利は何権といいますか。
著作権,#,文章やイラスト、写真などの著作物に対してその著作権者に認められている権利を何と言いますか。
パブリックドメイン,#,著作権が放棄されているか、消滅している状態を何と言いますか。
引用,#,他の著作物から文章の一部や図、表を自分の著作物に取り入れることを何といいますか。
メディア,#,文字や音声、写真や動画などの情報を伝えるための手段を何といいますか。
デジタル作品,#,デジタル化された情報をソフトウェアにより一つに統合したものを何といいますか。
アクセシビリティ,#,サービス情報などが利用しやすいかどうかを示す言葉を何といいますか。
アニメーション,#,複数の静止画像を連続的に表して、まるで実際に動いているようにしたものを何といいますか。
フォント,#,文字の書体を何といいますか。
サウンド処理ソフトウェア,#,音や音声を編集したり加工したりする時に使うソフトウェアは何ですか。
リンク,#,メディアどうしを関連付けることを何といいますか。
仮想現実(バーチャルリアリティ),#,架空のモノや空間を自在に存在するかのように表現する技術を何といいますか。
個人情報が流出した。,#,雑誌の懸賞に応募したら、知らないところからダイレクトメールが届いた。この場合、何が起きたと考えられるか
