生鮮食品,#,食品の中で、野菜や果物、魚、肉、卵など、加工する前の生の食品のことを何と言いますか。
旬（出盛り期）,#,生鮮食品は生産量が多く、栄養価も高く、味も良い時期があります。この時期のことを何と言いますか。
冬どり,#,ほうれんそうでビタミンCの含有量が多いのは、 夏どりのものですか、冬どりのものですか。
トレーサビリティ制度,#,食品がいつ、どこで生産され、どのような過程で消費者のところに届いたのかが分かる仕組みを何制度と言いますか。
原産地,#,生鮮食品の表示で義務付けられているのは、品名と何ですか。
ドリップ（液汁）,#,肉を選ぶ場合、しっかりとして弾力があり、何が出ていないのが良いですか。
透明,#,一尾の新鮮な魚を選ぶ時、目はどのような状態のものを選ぶと良いですか。
水々しいもの,#,花や葉の部分を食べる白菜やキャベツは、色がよく、つやがあってどのような状態のものを選びますか。
硬いもの,#,根や茎の部分を食べる人参やじゃがいもは、肉質の硬いものが良いですか、柔らかいものが良いですか。
低温,#,野菜の一般的な保存方法として、低温、高温のどちらで保存する方が良いですか。
高湿度,#,野菜の一般的な保存方法として、低湿度、高湿度のどちらで保存する方が良いですか。
鮮度,#,生鮮食品は何が低下しやすく、腐敗も早いですか。
はりと艶があるもの,#,一尾の新鮮な魚を選ぶ時、身はどのような状態のものを選ぶと良いですか。
