広葉樹,#,ブナ、キリ、シラカシなどの家具に用いられるのは広葉樹ですか、針葉樹ですか。
針葉樹,#,ヒノキ、杉などの建築に用いられるのは広葉樹ですか、針葉樹ですか。
針葉樹材,#,木材は針葉樹材と広葉樹材があります。主に建築などに用いられる方はどちらですか。
スギ,#,建築で用いられる針葉樹材ですが、スギとケヤキはどちらが針葉樹材ですか。
膨張する,#,木材は水分を吸収するとどのようになりますか。
収縮する,#,木材は乾燥するとどうなりますか。
木表側,#,木材は乾燥すると木表と木裏のどちら側に反りますか。
まさ目材,#,木材が乾燥した際、板目材とまさ目材では、どちらが変形が少ないですか。
木表,#,板目材は変形すると、木表と木裏のどっち側に反りますか。
こぐち,#,木材の断面で繊維方向に垂直な面を何と言いますか。
こば,#,木材の断面で繊維方向に平行な面を何と言いますか。
木裏,#,木材の断面で中心側の面を何と言いますか。
木表,#,木材の断面で樹皮側の面を何と言いますか。
まさ目材,#,平行な木目で変形が少ない木材のことを何といいますか。
まさ目材（まさ目板）,#,年輪に対して、直交方向（半径方向）に切断した板材を何と言いますか。
板目材（板目板）,#,年輪に対して、接線方向に切断した板材を何と言いますか。
よく乾燥しているか、変形していないかなど,#,制作に木材を選ぶ場合、注意することは何ですか。
木質材料,#,木材を有効に利用し、欠点を補った大きな材料を作る目的で開発された材料を何と言いますか。
合板,#,木材を加工した木質材料の薄い単板を繊維方向に直角になるように、交互に奇数枚接着したものは何ですか。
集成材(しゅうせいざい),#,小さな板材の節や割れを取り除いて繊維方向に合わせて張り合わせ、変形を少なくした板材を何と言いますか。
パーティクルボード,#,木材の小片を接着剤で高温圧着した板材を何と言いますか。
ファイバーボード,#,廃材などを繊維状にほぐし、接着剤で高温圧着した板材を何と言いますか。
大きさ、方向,#,丈夫な構造にするには、加わる力の何や何を変えることが良いですか。
繊維,#,木材を使うときは材料の何の方向を考えると良いですか。
三角形,#,より丈夫にするためには、斜め材を入れるなどしますが、どのような形の構造にすると良いですか。
げんのう,#,木材をくぎで接合するときに必要な工具を何といいますか。
すえ,#,木材の中で木の先端に近いほうを何と言いますか。
もと,#,木材の中で木の根元に近い方は何と言いますか。
年輪,#,木材の幹を切断すると、一年間に成長した部分が同心円状に広がった何が見られますか。
心材,#,木を輪切りにした時、幹の中心部の色が濃い部分を何と言いますか。
辺材,#,木を輪切りにした時、幹の周辺部の色が薄い部分を何と言いますか。
早材（春材）,#,年輪の色が薄いところは、春から夏にかけて成長した部分です。この部分を何と言いますか。
晩材（夏材）,#,一方、年輪の色が濃いところは、夏から秋にかけて成長した部分です。この部分を何と言いますか。
B接線方向,#,木材のA半径方向・B接線方向・C繊維方向のうち、収縮率が最も大きいのはどの方向。
2倍,#,木製の角材は断面の幅が2倍になると強度は何倍になりますか。
4倍,#,木製の角材は高さが2倍になると強度は何倍になりますか。
