固体,#,金属は常温で通常どのような状態ですか。
弾性,#,金属の性質で加えた力が小さい時に、力を除くと元の形に戻る性質を何と言いますか。
塑性(そせい),#,大きい力が加わると変形し、そのまま元の形に戻らない金属の性質を何といいますか。
展性,#,金属の性質には、たたくと薄く広がる性質があります。この性質を何と言いますか。
延性,#,金属の性質には引っ張ると、細長く伸びる性質があります。この性質を何と言いますか。
加工硬化,#,金属の、大きく変形した部分の組織が変化して硬くなる性質を何と言いますか。
溶融性,#,加熱することにより、金属が溶ける性質を何といいますか。
合金,#,金属に他の金属や元素を加えてつくられ、元の金属とは異なる性質を持つ金属を何と言いますか。
炭素,#,鋼は鉄と何の合金ですか。
炭素含有量,#,何の違いによって、鉄鋼を鋼と鋳鉄に大別しますか。
熱処理,#,材料に特有の温度で加熱や冷却の操作を行うことを何と言いますか。
塑性加工,#,金属の塑性を利用して曲げたり伸ばしたりする加工法を何と言いますか。
切削加工（せっさくかこう）,#,金属を削って切断したり形を整えたりする加工法を何と言いますか。
鋳造,#,溶かした金属を型に流し込んで形を作ることを何と言いますか。
焼き入れ,#,鋼の熱処理の方法で、高温に加熱された鋼を水や油の中で急に冷やすことを何と言いますか。
硬くなる,#,鋼の熱処理の方法で、高温に加熱された鋼を水や油の中で急に冷やすと硬くなりますか、やわらかくなりますか。
焼きなまし,#,加熱された鋼を炉の中でゆっくり冷やす熱処理を何と言いますか。
やわらかくなる,#,加熱された鋼をゆっくり冷やすと硬くなりますか、やわらかくなりますか。
しんちゅう,#,銅と亜鉛の合金で、光沢があり、錆びにくく、加工しやすい金属材料は何ですか。
ステンレス鋼,#,鉄にクロム、ニッケルを加えた合金で、錆びにくいが、加工しにくい金属材料は何ですか。
アルミニウム,#,軽くて軟らかいが、合金にすることで、耐食性や強度が増す金属材料は何ですか。
溶接,#,金属を接合したい部分を部分的に溶かすなどして接合する加工法を何と言いますか。
ハンダ接合,#,金属どうしを接合する時、あまり高くない温度で融ける金属を融かして金属どうしを接合する方法を何接合といいますか。
