８つ,#,消費者には権利と同時に責任があるとして、国際消費者機構が上げているもので権利はいくつありますか。
５つ,#,消費者には権利と同時に責任があるとして、国際消費者機構が上げているもので責任はいくつありますか。
批判的な意識を持つ責任,#,消費者の責任のうち、商品に対して疑問を持って考えることを何と言いますか。
消費者基本法,#,消費者の権利の尊重と自立の支援が基本理念の法律は何ですか。
製造物責任法（PL法）,#,製品による被害を受けた場合、製造業者などに損害賠償を求めることができる法律は何ですか。
消費者契約法,#,消費者と事業者の間に結ばれる全ての契約に適用される法律を何と言いますか。
消費者基本法,#,消費者と事業者の間に結ばれる全ての契約に適用され、消費者の自立支援と権利の尊重を理念としている法律は何ですか。
クーリング・オフ制度,#,訪問販売など販売者の意思で始まった取引の場合、一定期間内は一定の条件を満たせば契約を解除できる制度を何といますか。
消費生活センター,#,消費者からの相談を受け付けて、問題解決を支援する自治体の公的機関は何ですか。
国民生活センター,#,消費者からの相談に応じたり、情報を提供したりする、消費者庁が管轄する機関を何言いますか。
消費者庁,#,消費者からの相談を受けたり、問題の解決を図ったりするのは何庁ですか。
書面,#,クーリング・オフを通知する場合、何で行いますか。(電話、書面、メール)
