斜め方向,#,布は伸びやすい方向があります。縦、横、斜めのうち、一番伸びやすい方向はどれですか。
正バイアス,#,布が伸びやすい斜め45度の方向を何と言いますか。
あや織り,#,布には平織り、あや織り、メリアスなどがあるが、デニムは何織りですか。
合いじるし,#,布を合わせる時に布がずれないように付けておくしるしを何といいますか。
直角,#,まち針は出来上がり線に対してどのような角度で打ちますか。
まち,#,トートバッグの制作では、底の角を三角形に開いて縫うことで、何を作ることができますか。
返し縫い,#,縫い始めと縫い終わりを重ねて縫う方法を何といいますか。
たまむすび,#,縫い物をするとき、縫う前に糸の玉を作ることを何と言いますか。
玉止め,#,縫い終わりに、針に糸を巻き付けて止めることを何と言いますか。
凸,#,スナップ付けで、衣服の上前に付ける方は凸、凹どちらですか。
〇,#,ボタン付けでは、布の厚さの分だけボタンを布から浮かせる。これは〇か×どちらですか。
あてたまま裁つ。,#,布の裁断をする時、はさみの下側は机の面にあてたまま裁つ、離して裁つのどちらですか。
