収入,#,暮らしのために得るお金を何といいますか。
介護,#,病気の人や高齢者の世話をすることを何といいますか。
安らぎ,#,家族が尊重し合い、協力して生活することで、互いの心身に与えることができるものは何ですか。
分担して行う,#,食事を作る、子育てをするなど、家庭での仕事は、家族でどのようにして行いますか。
文化,#,家事などを通して、その方法だけでなく伝えることができるものは何ですか。
地域の活動,#,町内会や子供会、伝統行事の伝承活動などを何といいますか。
消費者,#,商品を購入し、使用する人のことを一般的に何と言いますか。
欲しいもの,#,商品を購入する場合に考えるべきなのは、必要なものと、あと何ですか。
物資,#,商品のうち食料品や衣料品などの形のあるものを何と言いますか。
サービス,#,商品のうち電車代や美容室代のように形がないものがあります。形がないものを何と言いますか。
契約,#,商品の売買において、販売者と消費者の間に成立する法律上の約束ごとを何と言いますか。
代金を支払う,#,契約が成立すると、消費者にはどのような義務が生じますか。
商品を渡す,#,契約が成立すると、販売者にはどのような義務が生じますか。
三者間契約,#,クレジットカードによる支払いは、消費者、販売業者、クレジットカード発行会社の三者の契約になります。これを何といますか。
